Date,Description,Original Description,Category,Amount,Status
2024-03-15,"VENMO            CASHOUT    ***********6629","VENMO            CASHOUT    ***********6629",Category Pending,20.00,Posted
2024-03-14,"AMAZON.COM*RH2FN4CR0AMAZOSEATTLE      WA","AMAZON.COM*RH2FN4CR0AMAZOSEATTLE      WA",Category Pending,-85.39,Posted
2024-03-14,"WM SUPERC Wal-Mart Sup   LONGMONT     CO","WM SUPERC Wal-Mart Sup   LONGMONT     CO",Category Pending,-19.18,Posted
2024-03-14,"Amazon Prime*RN13R37C1   AMZN.COM/BILLWA","Amazon Prime*RN13R37C1   AMZN.COM/BILLWA",Category Pending,-7.97,Posted
2024-03-14,"ALL SPORTS               GUNNISON     CO","ALL SPORTS               GUNNISON     CO",Category Pending,-7.62,Posted
2024-03-14,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-7.00,Posted
2024-03-13,"HUMDINGERS #16201 E TOMICGUNNISON     CO","HUMDINGERS #16201 E TOMICGUNNISON     CO",Category Pending,-48.69,Posted
2024-03-13,"PALISADES RESTAURANT820 NGUNNISON     CO","PALISADES RESTAURANT820 NGUNNISON     CO",Category Pending,-28.20,Posted
2024-03-13,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-13.97,Posted
2024-03-13,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-7.00,Posted
2024-03-13,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-5.00,Posted
2024-03-13,"The Kroger Co.   DIR DEP    ***********2883","The Kroger Co.   DIR DEP    ***********2883",Category Pending,171.62,Posted
2024-03-12,"PLAY IT AGAIN SPORTS     LONGMONT     CO","PLAY IT AGAIN SPORTS     LONGMONT     CO",Category Pending,-236.95,Posted
2024-03-12,"SIGNAL WASH @ HWY 119    LONGMONT     CO","SIGNAL WASH @ HWY 119    LONGMONT     CO",Category Pending,-15.00,Posted
2024-03-12,"SIGNAL WASH @ HWY 119    LONGMONT     CO","SIGNAL WASH @ HWY 119    LONGMONT     CO",Category Pending,-15.00,Posted
2024-03-12,"DUNKIN #353784 Q35       LONGMONT     CO","DUNKIN #353784 Q35       LONGMONT     CO",Category Pending,-5.21,Posted
2024-03-11,"LONGMONT TSTATE HIGHWAY 1LONGMONT     CO","LONGMONT TSTATE HIGHWAY 1LONGMONT     CO",Category Pending,-61.75,Posted
2024-03-11,"PLAY IT AGAIN SPORTS     LONGMONT     CO","PLAY IT AGAIN SPORTS     LONGMONT     CO",Category Pending,-45.61,Posted
2024-03-11,"WAL-MART #0905           LONGMONT     CO","WAL-MART #0905           LONGMONT     CO",Category Pending,-35.39,Posted
2024-03-11,"QT 4202 OUTSIDE          FIRESTONE    CO","QT 4202 OUTSIDE          FIRESTONE    CO",Category Pending,-21.16,Posted
2024-03-11,"APPLE.COM/BILL           866-712-7753 CA","APPLE.COM/BILL           866-712-7753 CA",Category Pending,-18.99,Posted
2024-03-11,"LONGMONT TSTATE HIGHWAY 1LONGMONT     CO","LONGMONT TSTATE HIGHWAY 1LONGMONT     CO",Category Pending,-14.40,Posted
2024-03-11,"WAL-MART #0905           LONGMONT     CO","WAL-MART #0905           LONGMONT     CO",Category Pending,-10.47,Posted
2024-03-11,"DUNKIN #353784 Q35       LONGMONT     CO","DUNKIN #353784 Q35       LONGMONT     CO",Category Pending,-5.48,Posted
2024-03-11,"DUNKIN #353784 Q35       LONGMONT     CO","DUNKIN #353784 Q35       LONGMONT     CO",Category Pending,-5.42,Posted
2024-03-11,"DUNKIN #353784 Q35       LONGMONT     CO","DUNKIN #353784 Q35       LONGMONT     CO",Category Pending,-5.21,Posted
2024-03-11,"QT 4202 INSIDE           FIRESTONE    CO","QT 4202 INSIDE           FIRESTONE    CO",Category Pending,-2.77,Posted
2024-03-11,"Zelle:  Brown","Zelle:  Brown",Category Pending,162.00,Posted
2024-03-08,"ALL SPORTS               GUNNISON     CO","ALL SPORTS               GUNNISON     CO",Category Pending,-13.07,Posted
2024-03-08,"THE HOME DEPOT 1552      FIRESTONE    CO","THE HOME DEPOT 1552      FIRESTONE    CO",Category Pending,-10.84,Posted
2024-03-08,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-7.00,Posted
2024-03-07,"HUMDINGERS #16201 E TOMICGUNNISON     CO","HUMDINGERS #16201 E TOMICGUNNISON     CO",Category Pending,-40.93,Posted
2024-03-07,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-7.00,Posted
2024-03-07,"HUMDINGERS #16201 E TOMICGUNNISON     CO","HUMDINGERS #16201 E TOMICGUNNISON     CO",Category Pending,-3.17,Posted
2024-03-06,"APPLE.COM/BILL           866-712-7753 CA","APPLE.COM/BILL           866-712-7753 CA",Category Pending,-18.99,Posted
2024-03-06,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-7.00,Posted
2024-03-06,"The Kroger Co.   DIR DEP    ***********9635","The Kroger Co.   DIR DEP    ***********9635",Category Pending,381.00,Posted
2024-03-05,"VENMO            PAYMENT    ***********7095","VENMO            PAYMENT    ***********7095",Category Pending,-90.00,Posted
2024-03-05,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-26.85,Posted
2024-03-05,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-7.00,Posted
2024-03-04,"SIDELINESWAP             731-400-0592 MA","SIDELINESWAP             731-400-0592 MA",Category Pending,-64.13,Posted
2024-03-04,"SIDELINESWAP             731-400-0592 MA","SIDELINESWAP             731-400-0592 MA",Category Pending,-47.08,Posted
2024-03-04,"SIDELINESWAP             731-400-0592 MA","SIDELINESWAP             731-400-0592 MA",Category Pending,-44.97,Posted
2024-03-04,"SIDELINESWAP             731-400-0592 MA","SIDELINESWAP             731-400-0592 MA",Category Pending,-34.32,Posted
2024-03-04,"SIDELINESWAP             731-400-0592 MA","SIDELINESWAP             731-400-0592 MA",Category Pending,-26.61,Posted
2024-03-04,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-16.48,Posted
2024-03-04,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-7.00,Posted
2024-03-01,"Zelle:  Brown","Zelle:  Brown",Category Pending,-1000.00,Posted
2024-03-01,"IRS  TREAS 310     TAX REF  ***********0918","IRS  TREAS 310     TAX REF  ***********0918",Category Pending,416.00,Posted
2024-02-29,"ALL SPORTS               GUNNISON     CO","ALL SPORTS               GUNNISON     CO",Category Pending,-137.21,Posted
2024-02-29,"Zelle: Cade","Zelle: Cade",Category Pending,-80.00,Posted
2024-02-29,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-7.00,Posted
2024-02-28,"VENMO            PAYMENT    ***********2347","VENMO            PAYMENT    ***********2347",Category Pending,-60.00,Posted
2024-02-28,"Zelle:  Brown","Zelle:  Brown",Category Pending,-1000.00,Posted
2024-02-28,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-22.39,Posted
2024-02-28,"CHILI'S BLACK CANYON     MONTROSE     CO","CHILI'S BLACK CANYON     MONTROSE     CO",Category Pending,-21.92,Posted
2024-02-28,"APPLE.COM/BILL           866-712-7753 CA","APPLE.COM/BILL           866-712-7753 CA",Category Pending,-18.99,Posted
2024-02-28,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-7.00,Posted
2024-02-28,"Zelle:  Edwards","Zelle:  Edwards",Category Pending,2000.00,Posted
2024-02-28,"The Kroger Co.   DIR DEP    ***********4697","The Kroger Co.   DIR DEP    ***********4697",Category Pending,276.80,Posted
2024-02-27,"Zelle: Cade","Zelle: Cade",Category Pending,-80.00,Posted
2024-02-27,"Love's #0007 Outside     GUNNISON     CO","Love's #0007 Outside     GUNNISON     CO",Category Pending,-55.00,Posted
2024-02-27,"Zelle: Cade","Zelle: Cade",Category Pending,-55.00,Posted
2024-02-26,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-32.93,Posted
2024-02-26,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-15.73,Posted
2024-02-22,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-21.46,Posted
2024-02-21,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-45.46,Posted
2024-02-21,"TST* EL PARAISO FAMILY MEGUNNISON     CO","TST* EL PARAISO FAMILY MEGUNNISON     CO",Category Pending,-23.92,Posted
2024-02-21,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-7.00,Posted
2024-02-21,"The Kroger Co.   DIR DEP    ***********8914","The Kroger Co.   DIR DEP    ***********8914",Category Pending,263.38,Posted
2024-02-20,"PLAYITAGAINSP #11791     ARVADA       CO","PLAYITAGAINSP #11791     ARVADA       CO",Category Pending,-129.54,Posted
2024-02-20,"APPLE.COM/BILL           866-712-7753 CA","APPLE.COM/BILL           866-712-7753 CA",Category Pending,-103.98,Posted
2024-02-20,"APPLE.COM/BILL           866-712-7753 CA","APPLE.COM/BILL           866-712-7753 CA",Category Pending,-64.99,Posted
2024-02-20,"SHELL SERVICE STATION    DENVER       CO","SHELL SERVICE STATION    DENVER       CO",Category Pending,-60.43,Posted
2024-02-20,"7-ELEVEN                 FREDERICK    CO","7-ELEVEN                 FREDERICK    CO",Category Pending,-35.18,Posted
2024-02-20,"490 GREAT CLIPS AT 0490  LONGMONT     CO","490 GREAT CLIPS AT 0490  LONGMONT     CO",Category Pending,-29.00,Posted
2024-02-20,"APPLE.COM/BILL           866-712-7753 CA","APPLE.COM/BILL           866-712-7753 CA",Category Pending,-25.00,Posted
2024-02-20,"INTUIT *TURBOTAX         CL.INTUIT.COMCA","INTUIT *TURBOTAX         CL.INTUIT.COMCA",Category Pending,-20.00,Posted
2024-02-20,"Zelle: Amaya","Zelle: Amaya",Category Pending,-20.00,Posted
2024-02-20,"D & S  C STORE640 US HIGHFAIRPLAY     CO","D & S  C STORE640 US HIGHFAIRPLAY     CO",Category Pending,-14.09,Posted
2024-02-20,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-13.97,Posted
2024-02-20,"O'REILLY 6037            LONGMONT     CO","O'REILLY 6037            LONGMONT     CO",Category Pending,-9.77,Posted
2024-02-20,"O'REILLY 6037            LONGMONT     CO","O'REILLY 6037            LONGMONT     CO",Category Pending,-9.77,Posted
2024-02-20,"DUNKIN #353784 Q35       LONGMONT     CO","DUNKIN #353784 Q35       LONGMONT     CO",Category Pending,-5.86,Posted
2024-02-20,"DUNKIN #353784 Q35       LONGMONT     CO","DUNKIN #353784 Q35       LONGMONT     CO",Category Pending,-5.42,Posted
2024-02-20,"DUNKIN #353784 Q35       LONGMONT     CO","DUNKIN #353784 Q35       LONGMONT     CO",Category Pending,-5.21,Posted
2024-02-16,"HUMDINGERS #16201 E TOMICGUNNISON     CO","HUMDINGERS #16201 E TOMICGUNNISON     CO",Category Pending,-34.98,Posted
2024-02-16,"Zelle:  Edwards","Zelle:  Edwards",Category Pending,200.00,Posted
2024-02-14,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-10.00,Posted
2024-02-14,"Amazon Prime*RB6GS6DR1   AMZN.COM/BILLWA","Amazon Prime*RB6GS6DR1   AMZN.COM/BILLWA",Category Pending,-7.97,Posted
2024-02-14,"The Kroger Co.   DIR DEP    ***********6651","The Kroger Co.   DIR DEP    ***********6651",Category Pending,466.52,Posted
2024-02-12,"Love's #0007 Outside     GUNNISON     CO","Love's #0007 Outside     GUNNISON     CO",Category Pending,-40.01,Posted
2024-02-12,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-13.88,Posted
2024-02-12,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-12.86,Posted
2024-02-09,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-19.83,Posted
2024-02-09,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-10.00,Posted
2024-02-09,"Zelle:  Edwards","Zelle:  Edwards",Category Pending,200.00,Posted
2024-02-08,"Zelle: Dad","Zelle: Dad",Category Pending,-231.00,Posted
2024-02-07,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-130.42,Posted
2024-02-07,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-7.00,Posted
2024-02-07,"The Kroger Co.   DIR DEP    ***********2250","The Kroger Co.   DIR DEP    ***********2250",Category Pending,423.98,Posted
2024-02-05,"DISCOVER         E-PAYMENT  ***********2860","DISCOVER         E-PAYMENT  ***********2860",Category Pending,-50.00,Posted
2024-02-05,"CAPITAL ONE      MOBILE PMT ***********A9PI","CAPITAL ONE      MOBILE PMT ***********A9PI",Category Pending,-26.17,Posted
2024-02-05,"WAL-MART #1550Wal-Mart SuGUNNISON     CO","WAL-MART #1550Wal-Mart SuGUNNISON     CO",Category Pending,-57.92,Posted
2024-02-05,"USPS PO 07408607 200 N WIGUNNISON     CO","USPS PO 07408607 200 N WIGUNNISON     CO",Category Pending,-15.80,Posted
2024-02-05,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-10.00,Posted
2024-02-05,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-7.59,Posted
2024-02-05,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-7.36,Posted
2024-02-05,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-7.00,Posted
2024-02-05,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-1.07,Posted
2024-02-02,"Zelle:  Rankins","Zelle:  Rankins",Category Pending,-25.00,Posted
2024-02-02,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-14.36,Posted
2024-02-02,"GENE TAYLORS GUNNISON    GUNNISON     CO","GENE TAYLORS GUNNISON    GUNNISON     CO",Category Pending,35.90,Posted
2024-02-01,"Zelle: Dad","Zelle: Dad",Category Pending,-232.00,Posted
2024-02-01,"GENE TAYLORS GUNNISON201 GUNNISON     CO","GENE TAYLORS GUNNISON201 GUNNISON     CO",Category Pending,-35.90,Posted
2024-02-01,"GENE TAYLORS GUNNISON201 GUNNISON     CO","GENE TAYLORS GUNNISON201 GUNNISON     CO",Category Pending,-32.64,Posted
2024-01-31,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-17.81,Posted
2024-01-31,"The Kroger Co.   DIR DEP    ***********7501","The Kroger Co.   DIR DEP    ***********7501",Category Pending,452.24,Posted
2024-01-30,"DISCOVER         E-PAYMENT  ***********2860","DISCOVER         E-PAYMENT  ***********2860",Category Pending,-50.00,Posted
2024-01-30,"CAPITAL ONE      MOBILE PMT ***********IILI","CAPITAL ONE      MOBILE PMT ***********IILI",Category Pending,-50.00,Posted
2024-01-30,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-14.68,Posted
2024-01-30,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-10.00,Posted
2024-01-29,"Amazon.com*R04T90BJ2     AMZN.COM/BILLWA","Amazon.com*R04T90BJ2     AMZN.COM/BILLWA",Category Pending,-92.30,Posted
2024-01-29,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-56.39,Posted
2024-01-29,"Zelle:  Brown","Zelle:  Brown",Category Pending,-5.00,Posted
2024-01-26,"CITY MARKET #0219 FUEL880GUNNISON     CO","CITY MARKET #0219 FUEL880GUNNISON     CO",Category Pending,-60.41,Posted
2024-01-24,"AMZN Mktp US*R01WJ2DY0   AMZN.COM/BILLWA","AMZN Mktp US*R01WJ2DY0   AMZN.COM/BILLWA",Category Pending,-8.86,Posted
2024-01-24,"The Kroger Co.   DIR DEP    ***********7584","The Kroger Co.   DIR DEP    ***********7584",Category Pending,383.99,Posted
2024-01-23,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-17.41,Posted
2024-01-23,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-10.48,Posted
2024-01-23,"GENE TAYLORS GUNNISON201 GUNNISON     CO","GENE TAYLORS GUNNISON201 GUNNISON     CO",Category Pending,-4.35,Posted
2024-01-22,"Zelle:  Rankins","Zelle:  Rankins",Category Pending,-76.00,Posted
2024-01-22,"SPORTSMAN'S WAREHOUSE 119THORNTON     CO","SPORTSMAN'S WAREHOUSE 119THORNTON     CO",Category Pending,-55.25,Posted
2024-01-22,"ROCKET 65416283 MORRISON MORRISON     CO","ROCKET 65416283 MORRISON MORRISON     CO",Category Pending,-49.25,Posted
2024-01-22,"GENE TAYLORS GUNNISON    GUNNISON     CO","GENE TAYLORS GUNNISON    GUNNISON     CO",Category Pending,-47.87,Posted
2024-01-22,"ROCKET 65416283 MORRISON MORRISON     CO","ROCKET 65416283 MORRISON MORRISON     CO",Category Pending,-22.91,Posted
2024-01-22,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-22.28,Posted
2024-01-22,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-22.05,Posted
2024-01-22,"BURGER KING #9674        THORNTON     CO","BURGER KING #9674        THORNTON     CO",Category Pending,-13.88,Posted
2024-01-22,"CSC ServiceWorks, Inc.   PLAINVIEW    NY","CSC ServiceWorks, Inc.   PLAINVIEW    NY",Category Pending,-10.00,Posted
2024-01-22,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-3.00,Posted
2024-01-19,"OTTERBOX/LIFEPROOF       970-493-8446 CO","OTTERBOX/LIFEPROOF       970-493-8446 CO",Category Pending,-73.38,Posted
2024-01-19,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-12.05,Posted
2024-01-18,"Zelle:  Edwards","Zelle:  Edwards",Category Pending,250.00,Posted
2024-01-17,"The Kroger Co.   DIR DEP    ***********3228","The Kroger Co.   DIR DEP    ***********3228",Category Pending,412.92,Posted
2024-01-17,"USAA FUNDS TRANSFER CR","USAA FUNDS TRANSFER CR",Category Pending,7.75,Posted
2024-01-16,"BACK COUNTRY CAFE        GUNNISON     CO","BACK COUNTRY CAFE        GUNNISON     CO",Category Pending,-24.87,Posted
2024-01-16,"Amazon Prime*RT0SB70Q1   AMZN.COM/BILLWA","Amazon Prime*RT0SB70Q1   AMZN.COM/BILLWA",Category Pending,-7.97,Posted
2024-01-16,"USPS PO 07408607 200 N WIGUNNISON     CO","USPS PO 07408607 200 N WIGUNNISON     CO",Category Pending,-7.75,Posted
2024-01-16,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-7.00,Posted
2024-01-16,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-4.19,Posted
2024-01-16,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-3.00,Posted
2024-01-10,"DISCOVER         E-PAYMENT  ***********2860","DISCOVER         E-PAYMENT  ***********2860",Category Pending,-100.00,Posted
2024-01-10,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-10.16,Posted
2024-01-09,"Zelle:  Brown","Zelle:  Brown",Category Pending,-20.00,Posted
2024-01-09,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-13.97,Posted
2024-01-09,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-10.00,Posted
2024-01-09,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-7.59,Posted
2024-01-09,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-6.29,Posted
2024-01-08,"DISCOVER         E-PAYMENT  ***********2860","DISCOVER         E-PAYMENT  ***********2860",Category Pending,-80.00,Posted
2024-01-08,"QT 4202 OUTSIDE          FIRESTONE    CO","QT 4202 OUTSIDE          FIRESTONE    CO",Category Pending,-40.44,Posted
2024-01-08,"WENDY'S # 4101 E 136TH   THORNTON     CO","WENDY'S # 4101 E 136TH   THORNTON     CO",Category Pending,-13.66,Posted
2024-01-08,"DUNKIN #353784 Q35       LONGMONT     CO","DUNKIN #353784 Q35       LONGMONT     CO",Category Pending,-5.10,Posted
2024-01-08,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-3.00,Posted
2024-01-08,"Zelle:  Edwards","Zelle:  Edwards",Category Pending,200.00,Posted
2024-01-05,"QT 4202 OUTSIDE          FIRESTONE    CO","QT 4202 OUTSIDE          FIRESTONE    CO",Category Pending,-43.15,Posted
2024-01-05,"LONGMONT TSTATE HIGHWAY 1LONGMONT     CO","LONGMONT TSTATE HIGHWAY 1LONGMONT     CO",Category Pending,-27.40,Posted
2024-01-05,"Zelle:  Brown","Zelle:  Brown",Category Pending,132.42,Posted
2024-01-05,"USAA FUNDS TRANSFER CR","USAA FUNDS TRANSFER CR",Category Pending,50.00,Posted
2024-01-04,"AMZN Mktp US*TK8YT65T0   AMZN.COM/BILLWA","AMZN Mktp US*TK8YT65T0   AMZN.COM/BILLWA",Category Pending,-25.33,Posted
2024-01-04,"Subway 40118             LONGMONT     CO","Subway 40118             LONGMONT     CO",Category Pending,-13.66,Posted
2024-01-04,"Microsoft*Xbox Game Pass 425-6816830  WA","Microsoft*Xbox Game Pass 425-6816830  WA",Category Pending,-10.74,Posted
2024-01-04,"DUNKIN #352872 Q35       WESTMINISTER CO","DUNKIN #352872 Q35       WESTMINISTER CO",Category Pending,-5.09,Posted
2024-01-03,"Zelle:  Brown","Zelle:  Brown",Category Pending,-1000.00,Posted
2024-01-03,"SPORTSMAN'S WAREHOUSE 119THORNTON     CO","SPORTSMAN'S WAREHOUSE 119THORNTON     CO",Category Pending,-510.49,Posted
2024-01-03,"Zelle:  Edwards","Zelle:  Edwards",Category Pending,1000.00,Posted
2024-01-03,"Zelle:  Brown","Zelle:  Brown",Category Pending,25.33,Posted
2024-01-03,"Zelle:  Brown","Zelle:  Brown",Category Pending,21.56,Posted
2024-01-02,"Wal-Mart Super Center0905LONGMONT     CO","Wal-Mart Super Center0905LONGMONT     CO",Category Pending,-96.15,Posted
2024-01-02,"WAL-MART #09052285 E KEN LONGMONT     CO","WAL-MART #09052285 E KEN LONGMONT     CO",Category Pending,-82.50,Posted
2024-01-02,"QT 4202 OUTSIDE          FIRESTONE    CO","QT 4202 OUTSIDE          FIRESTONE    CO",Category Pending,-43.26,Posted
2024-01-02,"BLITZ PAINTBALL5340 SUMMIDACONO       CO","BLITZ PAINTBALL5340 SUMMIDACONO       CO",Category Pending,-33.04,Posted
2024-01-02,"BLITZ PAINTBALL5340 SUMMIDACONO       CO","BLITZ PAINTBALL5340 SUMMIDACONO       CO",Category Pending,-21.27,Posted
2024-01-02,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-13.97,Posted
2024-01-02,"WENDY'S # 4101 E 136TH   THORNTON     CO","WENDY'S # 4101 E 136TH   THORNTON     CO",Category Pending,-13.66,Posted
2024-01-02,"TANNER GUN SHOW          GLENDALE     CO","TANNER GUN SHOW          GLENDALE     CO",Category Pending,-7.00,Posted
2024-01-02,"BLITZ PAINTBALL5340 SUMMIDACONO       CO","BLITZ PAINTBALL5340 SUMMIDACONO       CO",Category Pending,-5.51,Posted
2024-01-02,"DUNKIN #353784 Q35       LONGMONT     CO","DUNKIN #353784 Q35       LONGMONT     CO",Category Pending,-5.10,Posted
2024-01-02,"DEPOSIT@MOBILE","DEPOSIT@MOBILE",Category Pending,300.00,Posted
2024-01-02,"USAA FUNDS TRANSFER CR","USAA FUNDS TRANSFER CR",Category Pending,150.00,Posted
2023-12-29,"CAB STORE THORNTON. CO140THORNTON     CO","CAB STORE THORNTON. CO140THORNTON     CO",Category Pending,-97.64,Posted
2023-12-29,"Wal-Mart Super Center0905LONGMONT     CO","Wal-Mart Super Center0905LONGMONT     CO",Category Pending,-59.09,Posted
2023-12-29,"DUNKIN #353784 Q35       LONGMONT     CO","DUNKIN #353784 Q35       LONGMONT     CO",Category Pending,-5.10,Posted
2023-12-28,"DUNKIN #353784 Q35       LONGMONT     CO","DUNKIN #353784 Q35       LONGMONT     CO",Category Pending,-5.10,Posted
2023-12-27,"WENDY'S # 4101 E 136TH   THORNTON     CO","WENDY'S # 4101 E 136TH   THORNTON     CO",Category Pending,-13.66,Posted
2023-12-26,"BLITZ PAINTBALL5340 SUMMIDACONO       CO","BLITZ PAINTBALL5340 SUMMIDACONO       CO",Category Pending,-81.84,Posted
2023-12-26,"LONGMONT TSTATE HIGHWAY 1LONGMONT     CO","LONGMONT TSTATE HIGHWAY 1LONGMONT     CO",Category Pending,-45.06,Posted
2023-12-26,"USPS PO 07217801 650 GLENDACONO       CO","USPS PO 07217801 650 GLENDACONO       CO",Category Pending,-23.50,Posted
2023-12-26,"BURGER KING #6137  Q07   KAYENTA      AZ","BURGER KING #6137  Q07   KAYENTA      AZ",Category Pending,-14.49,Posted
2023-12-26,"DUNKIN #353784 Q35       LONGMONT     CO","DUNKIN #353784 Q35       LONGMONT     CO",Category Pending,-5.75,Posted
2023-12-26,"TOWN OF ERIE             ERIE         CO","TOWN OF ERIE             ERIE         CO",Category Pending,-2.00,Posted
2023-12-26,"Zelle:  Edwards","Zelle:  Edwards",Category Pending,150.00,Posted
2023-12-26,"Zelle:  Edwards","Zelle:  Edwards",Category Pending,125.00,Posted
2023-12-26,"Zelle:  Edwards","Zelle:  Edwards",Category Pending,50.00,Posted
2023-12-22,"PALISADE1040 I-70        PALISADE     CO","PALISADE1040 I-70        PALISADE     CO",Category Pending,-58.70,Posted
